shipment_id,shipment_date,carrier,origin_city,destination_city,weight_kg,delivery_days,status,product_category,shipping_cost_usd,delivery_notes,weight_kg_flag,delivery_days_flag
SHP-0008794,NULL,DTDC,Kaduna,Nairobi,76.3,6,Delivered,"Books & Media",227.37,"Address correction applied.",0,0
SHP-0008795,2022-04-16,DHL,Lagos,"Dar es Salaam",105.3,18,Lost,"Books & Media",245.63,"Package handled with care.",0,0
SHP-0008796,2023-10-31,DTDC,Kano,Accra,35.2,9,Returned,Toys,75.1,"Left at front door per customer instruction.",0,0
SHP-0008797,2022-08-07,Delhivery,"Benin City",Cairo,97.99,13,"In Transit",Pharmaceuticals,272.84,"Partial delivery; remaining items en route.",0,0
SHP-0008798,2023-06-11,Ekart,"Port Harcourt",Nairobi,54.77,20,Pending,"Food & Beverage",136.12,,0,0
SHP-0008799,2024-07-04,FedEx,Lagos,Johannesburg,31.84,18,Pending,"Food & Beverage",116.79,"Package handled with care.",0,0
SHP-0008800,2022-02-24,FedEx,Kaduna,Johannesburg,500,13,"In Transit",Cosmetics,2138.42,"Fragile items — handle carefully.",1,0
SHP-0008801,2022-10-30,FedEx,Kaduna,"Addis Ababa",500,3,Delayed,Electronics,2090.31,"Package handled with care.",1,0
SHP-0008802,2024-09-10,FedEx,Kano,Kampala,108.56,3,Delivered,Electronics,279.07,"Priority shipment.",0,0
SHP-0008803,2023-02-24,XpressBees,Lagos,"Addis Ababa",37.94,4,Unknown,"Industrial Equipment",132.12,"Partial delivery; remaining items en route.",0,0
SHP-0008804,2024-01-28,"Blue Dart","Benin City",Kigali,84.31,18,Lost,"Books & Media",333.04,"Partial delivery; remaining items en route.",0,0
SHP-0008805,2022-09-27,"Blue Dart","Port Harcourt",Cairo,78,8,Delayed,Toys,159.15,"Delayed due to customs clearance.",0,0
SHP-0008806,2022-09-08,DTDC,Abuja,Johannesburg,117.26,1,Lost,"Automotive Parts",439.72,"Priority shipment.",0,0
SHP-0008807,2022-04-24,Aramex,"Benin City","Addis Ababa",34.78,12,Delayed,Cosmetics,66.95,"Delayed due to customs clearance.",0,0
SHP-0008808,2022-03-28,DHL,Enugu,Accra,87.08,3,Lost,Electronics,171.3,"Address correction applied.",0,0
SHP-0008809,2024-01-14,UPS,"Benin City",Casablanca,96.31,2,"In Transit","Books & Media",257.12,,0,0
SHP-0008810,2022-12-08,Ekart,Abuja,Kampala,83.28,7,"In Transit","Industrial Equipment",310.73,"Delayed due to customs clearance.",0,0
SHP-0008811,2023-10-13,"Blue Dart",Abuja,Kigali,67.04,4,Delayed,"Food & Beverage",298.57,,0,0
SHP-0008812,2023-09-23,DTDC,Enugu,Casablanca,2.84,12,"In Transit",Electronics,4.46,"Customer requested weekend delivery.",0,0
SHP-0008813,2023-04-16,"Blue Dart",Lagos,Kigali,48.05,1,Returned,Apparel,188.79,"Address correction applied.",0,0
SHP-0008814,2024-12-21,UPS,Lagos,Nairobi,110.79,14,Unknown,Apparel,416.67,"Delayed due to customs clearance.",0,0
SHP-0008815,2024-12-14,UPS,Ibadan,"Addis Ababa",6.38,20,Delayed,"Food & Beverage",14.86,"Partial delivery; remaining items en route.",0,0
SHP-0008816,2024-08-14,UPS,"Port Harcourt","Addis Ababa",111.94,8,Lost,Electronics,343.46,,0,0
SHP-0008817,2024-07-13,Delhivery,"Port Harcourt",Kigali,84.04,12,Returned,"Food & Beverage",366.72,"Package handled with care.",0,0
SHP-0008818,2024-11-05,UPS,Ibadan,"Addis Ababa",99.44,17,"In Transit",Apparel,409.5,"Returned to sender: recipient not found.",0,0
SHP-0008819,NULL,UPS,Ibadan,"Addis Ababa",90.21,16,Delivered,"Books & Media",251.22,"Weather delay in transit hub.",0,0
SHP-0008820,2024-05-11,Aramex,"Port Harcourt","Dar es Salaam",43.74,13,Delayed,Apparel,179.9,"Customer requested weekend delivery.",0,0
SHP-0008821,2022-11-30,FedEx,"Benin City","Addis Ababa",60.15,10,Delayed,Electronics,2966.74,"Address correction applied.",0,0
SHP-0008822,2022-05-10,"Blue Dart",Kaduna,Kampala,1.9,7,"In Transit","Books & Media",5.82,"Address correction applied.",0,0
SHP-0008823,2024-12-06,XpressBees,"Benin City",Dakar,107.81,2,"In Transit","Industrial Equipment",252.43,"Delayed due to customs clearance.",0,0
SHP-0008824,2024-02-18,UPS,"Port Harcourt",Nairobi,35.87,16,Pending,Cosmetics,149.01,"Partial delivery; remaining items en route.",0,0
SHP-0008825,2022-01-26,XpressBees,Ibadan,Dakar,2.88,20,Delivered,Pharmaceuticals,6.63,"Fragile items — handle carefully.",0,0
SHP-0008826,2024-08-03,DHL,Enugu,"Dar es Salaam",118.42,6,Returned,Pharmaceuticals,448.11,,0,0
SHP-0008827,2023-08-24,Delhivery,"Port Harcourt",Nairobi,1.99,3,Returned,Cosmetics,4.95,,0,0
SHP-0008828,2024-01-27,"Blue Dart",Kaduna,Unknown,55.55,17,"In Transit","Books & Media",171.38,"Fragile items — handle carefully.",0,0
SHP-0008829,2024-04-19,Delhivery,Kano,Casablanca,27.93,16,Delayed,Toys,113.86,"Delayed due to customs clearance.",0,0
SHP-0008830,2023-06-23,"Blue Dart",Abuja,Dakar,73.91,19,Delayed,Toys,232.66,,0,0
SHP-0008831,2024-01-14,DHL,Ibadan,Kampala,100.22,5,Delayed,"Books & Media",265.59,,0,0
SHP-0008832,2022-06-07,Unknown,Kaduna,Johannesburg,93.15,13,Delivered,Electronics,339.03,"Left at front door per customer instruction.",0,0
SHP-0008833,2022-01-05,FedEx,Lagos,Accra,96.56,18,Returned,"Books & Media",199.98,"Priority shipment.",0,0
SHP-0008834,2024-04-24,UPS,Kaduna,Cairo,66.37,19,Returned,"Automotive Parts",247.81,"Weather delay in transit hub.",0,0
SHP-0008835,2022-12-15,XpressBees,Kaduna,"Addis Ababa",9.34,21,Pending,"Food & Beverage",22.79,"Left at front door per customer instruction.",0,0
SHP-0008836,2022-10-22,Unknown,Abuja,Casablanca,30.5,11,"In Transit","Industrial Equipment",75.4,"Fragile items — handle carefully.",0,0
SHP-0008837,2024-09-05,FedEx,Kaduna,Dakar,31.05,10,Pending,"Industrial Equipment",47.92,"Fragile items — handle carefully.",0,0
SHP-0008838,2024-07-10,Ekart,Kano,Nairobi,71.73,21,Pending,"Automotive Parts",260.21,"Customer requested weekend delivery.",0,0
SHP-0008839,NULL,FedEx,Kaduna,"Dar es Salaam",17.28,18,Lost,Pharmaceuticals,37.46,"Returned to sender: recipient not found.",0,0
SHP-0008840,2024-09-08,Aramex,Kaduna,Nairobi,70.68,13,Lost,Pharmaceuticals,164.02,,0,0
SHP-0008841,2024-10-26,XpressBees,Kano,Johannesburg,42.55,4,Lost,Pharmaceuticals,93.18,"Address correction applied.",0,0
SHP-0008842,2023-04-23,DTDC,Kano,Cairo,10.29,5,Lost,Apparel,30.23,"Fragile items — handle carefully.",0,0
SHP-0008843,2024-03-03,UPS,Kaduna,Unknown,64.89,14,Pending,Pharmaceuticals,114.08,"Package handled with care.",0,0
SHP-0008844,2023-08-21,"Blue Dart",Enugu,Casablanca,61.754999999999995,18,"In Transit","Food & Beverage",232.41,"Returned to sender: recipient not found.",0,0
SHP-0008845,2022-09-19,Ekart,Kano,Casablanca,113.36,3,"In Transit","Books & Media",192.57,"Partial delivery; remaining items en route.",0,0
SHP-0008846,2022-12-14,Aramex,Abuja,"Dar es Salaam",31.01,9,Delivered,Furniture,110.62,"Weather delay in transit hub.",0,0
SHP-0008847,2023-10-23,UPS,Lagos,Dakar,69.57,5,Pending,Furniture,265.53,"Weather delay in transit hub.",0,0
SHP-0008848,2022-04-20,UPS,"Port Harcourt",Kigali,96.96,5,Pending,Furniture,416.89,"Fragile items — handle carefully.",0,0
SHP-0008849,2023-07-24,UPS,"Port Harcourt",Accra,76.61,3,Pending,Cosmetics,154.97,"Customer requested weekend delivery.",0,0
SHP-0008850,2024-05-10,Aramex,Ibadan,Nairobi,92.11,17,Lost,"Industrial Equipment",223.76,"Package handled with care.",0,0
SHP-0008851,2024-03-02,Delhivery,Abuja,Accra,118.1,12,Lost,Apparel,225.53,"Customer requested weekend delivery.",0,0
SHP-0008852,2022-12-05,FedEx,Kaduna,Accra,106.32,15,Delayed,Cosmetics,323.37,"Left at front door per customer instruction.",0,0
SHP-0008853,2024-04-27,UPS,"Port Harcourt",Nairobi,17.45,12,"In Transit",Pharmaceuticals,69.79,"Left at front door per customer instruction.",0,0
SHP-0008854,2024-02-26,DTDC,Lagos,Kampala,93.45,21,Pending,Electronics,288.61,"Partial delivery; remaining items en route.",0,0
SHP-0008855,2023-01-20,XpressBees,Kano,Unknown,112.33,NULL,Delayed,Electronics,273.69,,0,0
SHP-0008856,2022-11-11,DHL,"Port Harcourt",Nairobi,48.28,3,Pending,"Automotive Parts",177.12,"Package handled with care.",0,0
SHP-0008857,2022-12-01,Delhivery,Enugu,"Dar es Salaam",77.7,17,Pending,Apparel,172.05,"Address correction applied.",0,0
SHP-0008858,2024-01-15,FedEx,"Benin City",Cairo,31.42,2,Pending,Furniture,113.25,,0,0
SHP-0008859,2022-10-24,Aramex,Ibadan,"Dar es Salaam",63.93,19,Pending,"Food & Beverage",195.84,"Customer requested weekend delivery.",0,0
SHP-0008860,NULL,DHL,Enugu,Johannesburg,107.01,8,"In Transit","Industrial Equipment",369.37,"Left at front door per customer instruction.",0,0
SHP-0008861,2024-12-19,FedEx,Ibadan,Accra,33.78,21,Pending,Toys,119.64,"Partial delivery; remaining items en route.",0,0
SHP-0008862,2023-01-08,FedEx,Lagos,Johannesburg,52.56,6,Returned,"Automotive Parts",190.9,"Weather delay in transit hub.",0,0
SHP-0008863,2022-05-01,Aramex,Enugu,"Addis Ababa",22.09,7,Delivered,Electronics,82.77,"Package handled with care.",0,0
SHP-0008864,2024-02-27,Ekart,Enugu,"Addis Ababa",1.56,6,Delivered,Apparel,4.59,"Package handled with care.",0,0
SHP-0008865,2024-08-06,"Blue Dart",Enugu,Johannesburg,45.62,1,Pending,"Automotive Parts",97.14,"Delayed due to customs clearance.",0,0
SHP-0008866,2023-07-04,DTDC,Enugu,Kigali,7.04,15,Delayed,Apparel,30.43,"Fragile items — handle carefully.",0,0
SHP-0008867,2024-02-03,XpressBees,Abuja,"Addis Ababa",116.01,3,Pending,Electronics,417,"Address correction applied.",0,0
SHP-0008868,2023-09-13,Delhivery,Enugu,Cairo,58.73,2,Returned,Toys,203.59,"Fragile items — handle carefully.",0,0
SHP-0008869,2023-03-11,DHL,Kaduna,Casablanca,8.37,1,"In Transit",Toys,13.64,"Fragile items — handle carefully.",0,0
SHP-0008870,2023-10-27,XpressBees,Kano,Accra,90.11,7,Lost,"Industrial Equipment",404.03,"Priority shipment.",0,0
SHP-0008871,2022-08-14,XpressBees,Ibadan,Accra,17.76,8,"In Transit","Industrial Equipment",38.12,"Delayed due to customs clearance.",0,0
SHP-0008872,2023-03-01,UPS,Enugu,"Dar es Salaam",79.08,5,Delayed,"Books & Media",306.35,,0,0
SHP-0008873,2024-03-05,UPS,Abuja,Accra,29.89,18,Lost,"Food & Beverage",95.32,"Priority shipment.",0,0
SHP-0008874,2023-02-07,XpressBees,Ibadan,Accra,38.59,8,Returned,"Books & Media",100.91,"Fragile items — handle carefully.",0,0
SHP-0008875,2024-05-08,UPS,Kaduna,Nairobi,81.35,10,Delayed,Cosmetics,203.01,"Returned to sender: recipient not found.",0,0
SHP-0008876,2024-02-23,"Blue Dart",Ibadan,Johannesburg,109.92,60,Lost,Apparel,235.71,"Fragile items — handle carefully.",0,1
SHP-0008877,2022-04-28,XpressBees,Lagos,Nairobi,55.42,6,Delayed,Toys,84.37,"Package handled with care.",0,0
SHP-0008878,2024-12-21,Ekart,Kano,"Dar es Salaam",4.72,9,Pending,Electronics,12.4,"Partial delivery; remaining items en route.",0,0
SHP-0008879,2023-07-20,XpressBees,Enugu,Nairobi,4.1,1,Delayed,Electronics,228.62,"Left at front door per customer instruction.",0,0
SHP-0008880,2024-01-31,Delhivery,"Benin City",Cairo,49.22,14,Unknown,"Food & Beverage",145.13,"Priority shipment.",0,0
SHP-0008881,2023-11-23,Aramex,Unknown,Cairo,7.03,4,Unknown,Apparel,11.94,,0,0
SHP-0008882,2023-01-25,Delhivery,Ibadan,Cairo,58.9,21,Delivered,"Automotive Parts",214.08,"Left at front door per customer instruction.",0,0
SHP-0008883,2024-06-27,Delhivery,Ibadan,Dakar,64.98,21,Returned,Furniture,174.81,"Left at front door per customer instruction.",0,0
SHP-0008884,2024-07-28,Ekart,Abuja,"Addis Ababa",23.2,4,Delayed,"Industrial Equipment",96.21,"Returned to sender: recipient not found.",0,0
SHP-0008885,2022-03-08,DTDC,Lagos,"Dar es Salaam",104.24,10,Lost,Toys,429.24,,0,0
SHP-0008886,2022-01-15,Delhivery,Unknown,Accra,60.94,19,"In Transit",Pharmaceuticals,142.64,"Weather delay in transit hub.",0,0
SHP-0008887,2022-06-24,DHL,Kano,Kigali,90.02,11,Pending,Cosmetics,363.25,"Address correction applied.",0,0
SHP-0008888,2024-06-01,DHL,"Port Harcourt","Dar es Salaam",108.7,15,Delivered,Toys,404.81,"Partial delivery; remaining items en route.",0,0
SHP-0008889,2022-04-20,DHL,Kano,Accra,71.09,4,Delivered,"Books & Media",317.49,"Fragile items — handle carefully.",0,0
SHP-0008890,2023-11-06,FedEx,Abuja,Accra,30.52,3,Lost,Furniture,66.76,"Fragile items — handle carefully.",0,0
SHP-0008891,2023-10-19,DHL,Kano,"Addis Ababa",99.01,6,Returned,Pharmaceuticals,275.34,"Customer requested weekend delivery.",0,0
SHP-0008892,2023-11-09,Aramex,Abuja,"Dar es Salaam",62.06,10,"In Transit",Cosmetics,219.09,"Left at front door per customer instruction.",0,0
SHP-0008893,2023-10-25,FedEx,Kano,Kampala,87.12,8,"In Transit",Apparel,170.8,"Partial delivery; remaining items en route.",0,0
SHP-0008894,2023-06-01,Delhivery,Lagos,Johannesburg,106.13,17,Delayed,Pharmaceuticals,161.42,"Delayed due to customs clearance.",0,0
SHP-0008895,2022-03-16,DTDC,Ibadan,Kigali,65.02,20,Delayed,"Industrial Equipment",174.25,"Delayed due to customs clearance.",0,0
SHP-0008896,2024-03-28,Aramex,Kaduna,Johannesburg,61.754999999999995,1,Delivered,"Food & Beverage",294.88,"Left at front door per customer instruction.",0,0
SHP-0008897,2022-08-10,XpressBees,Abuja,Accra,10.04,10,Delivered,Furniture,44.56,"Weather delay in transit hub.",0,0
SHP-0008898,2023-05-25,Delhivery,Enugu,Cairo,44.99,7,Unknown,Furniture,140.82,"Returned to sender: recipient not found.",0,0
SHP-0008899,2024-04-25,Ekart,"Port Harcourt",Accra,4.41,18,Lost,Cosmetics,6.76,"Customer requested weekend delivery.",0,0
SHP-0008900,2023-10-18,XpressBees,Abuja,Accra,89.01,5,Delayed,Apparel,268.14,"Weather delay in transit hub.",0,0
SHP-0008901,2024-09-11,XpressBees,"Benin City",Kampala,27.91,60,"In Transit",Toys,118.84,"Customer requested weekend delivery.",0,1
SHP-0008902,2023-07-12,XpressBees,Ibadan,Kampala,36.63,4,Lost,Cosmetics,155.79,"Weather delay in transit hub.",0,0
SHP-0008903,2023-04-17,Ekart,Kaduna,Johannesburg,58.19,2,Delivered,"Industrial Equipment",6276.52,"Address correction applied.",0,0
SHP-0008904,2024-01-28,UPS,"Benin City","Addis Ababa",31.1,2,Delivered,Toys,121.51,"Package handled with care.",0,0
SHP-0008905,2024-07-23,Delhivery,Lagos,Casablanca,23.73,11,Returned,Furniture,61.46,"Fragile items — handle carefully.",0,0
SHP-0008906,2022-01-25,UPS,Abuja,Dakar,113.19,9,Delayed,Apparel,286.45,"Priority shipment.",0,0
SHP-0008907,2023-07-16,Ekart,Ibadan,Accra,77.81,5,Lost,Cosmetics,302.98,,0,0
SHP-0008908,2022-04-02,FedEx,"Benin City",Kigali,77.59,2,Lost,Furniture,329.41,"Weather delay in transit hub.",0,0
SHP-0008909,2024-07-24,XpressBees,Ibadan,Dakar,69.04,18,"In Transit","Books & Media",183.96,,0,0
SHP-0008910,2022-01-28,FedEx,"Port Harcourt","Dar es Salaam",100.29,4,"In Transit","Automotive Parts",180.19,,0,0
SHP-0008911,2022-11-20,"Blue Dart","Port Harcourt",Johannesburg,13.35,7,Delayed,Toys,56.11,"Address correction applied.",0,0
SHP-0008912,2024-07-31,DTDC,"Benin City","Dar es Salaam",53.23,9,Unknown,"Industrial Equipment",210.18,"Address correction applied.",0,0
SHP-0008913,2022-08-29,Ekart,Lagos,Unknown,60.28,15,Delivered,Cosmetics,NULL,"Returned to sender: recipient not found.",0,0
SHP-0008914,2024-02-02,UPS,Abuja,Casablanca,85.32,18,Delayed,Toys,237.39,"Address correction applied.",0,0
SHP-0008915,2024-05-04,"Blue Dart",Lagos,Dakar,32.49,5,Pending,"Food & Beverage",82.5,,0,0
SHP-0008916,NULL,Delhivery,Kano,Cairo,4.28,4,Returned,Furniture,18.27,"Delayed due to customs clearance.",0,0
SHP-0008917,2024-02-20,Aramex,Enugu,Nairobi,104.2,6,Pending,Furniture,260.17,"Package handled with care.",0,0
SHP-0008918,2023-10-25,Aramex,Lagos,Casablanca,67.6,5,Lost,"Industrial Equipment",158.26,"Weather delay in transit hub.",0,0
SHP-0008919,2022-10-16,"Blue Dart",Kaduna,Nairobi,60.28,21,Returned,Cosmetics,127.38,,0,0
SHP-0008920,2024-03-15,DTDC,Kaduna,Johannesburg,71.63,18,"In Transit",Toys,187.7,"Left at front door per customer instruction.",0,0
SHP-0008921,2023-11-06,"Blue Dart",Enugu,Kampala,51.03,17,Delivered,"Industrial Equipment",111.22,"Priority shipment.",0,0
SHP-0008922,NULL,FedEx,"Benin City",Kampala,97.41,2,Delivered,Pharmaceuticals,409.56,,0,0
SHP-0008923,2023-06-04,FedEx,Kano,Johannesburg,11.49,15,Lost,Apparel,51.64,"Address correction applied.",0,0
SHP-0008924,2024-02-14,UPS,Lagos,Casablanca,4.68,6,"In Transit","Industrial Equipment",20.81,,0,0
SHP-0008925,2023-04-20,Delhivery,Enugu,Kampala,91.05,16,Pending,Pharmaceuticals,7530.13,"Partial delivery; remaining items en route.",0,0
SHP-0008926,2023-11-05,FedEx,Unknown,Dakar,47.12,9,Lost,Furniture,126.43,"Customer requested weekend delivery.",0,0
SHP-0008927,2023-06-11,DHL,Kaduna,Accra,12.12,3,Returned,Furniture,23.85,"Address correction applied.",0,0
SHP-0008928,2023-09-20,Aramex,"Port Harcourt",Kigali,39.16,20,Lost,Electronics,145.3,"Priority shipment.",0,0
SHP-0008929,2022-06-09,"Blue Dart","Port Harcourt",Casablanca,9.96,12,Lost,Furniture,36.44,"Partial delivery; remaining items en route.",0,0
SHP-0008930,2022-08-14,DTDC,Ibadan,Nairobi,45.94,13,Unknown,Furniture,172.66,"Left at front door per customer instruction.",0,0
SHP-0008931,2022-11-11,"Blue Dart",Kaduna,Kigali,63.79,20,Delayed,Toys,121.63,"Weather delay in transit hub.",0,0
SHP-0008932,2023-08-30,Ekart,Kaduna,Cairo,71.33,17,Delayed,Apparel,178.42,"Weather delay in transit hub.",0,0
SHP-0008933,2024-06-19,Delhivery,Ibadan,Cairo,86.07,17,"In Transit",Electronics,185.3,"Address correction applied.",0,0
SHP-0008934,2023-08-18,UPS,Ibadan,Nairobi,32.87,10,Pending,"Automotive Parts",96.46,"Address correction applied.",0,0
SHP-0008935,2022-08-14,Ekart,"Benin City",Cairo,60.28,4,Pending,Cosmetics,179.62,"Weather delay in transit hub.",0,0
SHP-0008936,2024-04-03,Ekart,Ibadan,Accra,69.86,4,"In Transit","Food & Beverage",159.05,"Delayed due to customs clearance.",0,0
SHP-0008937,2022-06-08,DTDC,"Port Harcourt",Nairobi,66.88,11,Delivered,"Books & Media",110.8,,0,0
SHP-0008938,2022-03-13,DHL,Kano,Kigali,77.45,19,Returned,"Industrial Equipment",312.97,"Returned to sender: recipient not found.",0,0
SHP-0008939,2024-08-31,DTDC,"Port Harcourt",Casablanca,27.53,5,Delivered,Cosmetics,98.12,"Priority shipment.",0,0
SHP-0008940,2023-07-03,Ekart,Abuja,Johannesburg,500,19,Returned,"Industrial Equipment",4044.71,"Delayed due to customs clearance.",1,0
SHP-0008941,2022-06-13,DHL,Lagos,"Addis Ababa",32.15,13,"In Transit",Cosmetics,88.23,"Customer requested weekend delivery.",0,0
SHP-0008942,2024-12-25,Ekart,"Port Harcourt",Accra,102.83,1,Unknown,"Food & Beverage",389.64,"Address correction applied.",0,0
SHP-0008943,2022-06-19,FedEx,Ibadan,Kampala,20.49,17,Pending,"Books & Media",90.59,,0,0
SHP-0008944,2023-04-08,Aramex,Kano,"Addis Ababa",39.97,12,"In Transit",Furniture,89.2,"Returned to sender: recipient not found.",0,0
SHP-0008945,2024-03-22,DHL,Ibadan,Accra,50.53,21,Lost,Apparel,152.26,"Package handled with care.",0,0
SHP-0008946,NULL,XpressBees,Enugu,Kampala,40.26,18,Delayed,"Industrial Equipment",80.08,"Fragile items — handle carefully.",0,0
SHP-0008947,2023-08-04,Aramex,"Benin City",Kigali,88.88,1,Lost,"Books & Media",395.73,"Delayed due to customs clearance.",0,0
SHP-0008948,2023-12-22,DHL,Abuja,Cairo,81.48,16,Delivered,Pharmaceuticals,188.77,"Delayed due to customs clearance.",0,0
SHP-0008949,2024-10-21,UPS,Ibadan,Johannesburg,79.87,5,Returned,"Automotive Parts",131.76,"Delayed due to customs clearance.",0,0
SHP-0008950,2023-04-09,Aramex,Ibadan,Cairo,60.69,6,Returned,"Books & Media",241.52,"Priority shipment.",0,0
SHP-0008951,2023-12-04,DHL,"Benin City",Nairobi,34.81,21,Returned,Electronics,153.17,"Delayed due to customs clearance.",0,0
SHP-0008952,2023-04-11,"Blue Dart",Kaduna,Kampala,69.55,19,Unknown,Toys,1891.61,"Partial delivery; remaining items en route.",0,0
SHP-0008953,2022-09-07,Ekart,Enugu,"Dar es Salaam",14.41,16,Returned,Cosmetics,41.02,"Delayed due to customs clearance.",0,0
SHP-0008954,2022-01-02,Delhivery,Kano,"Addis Ababa",10.71,13,"In Transit",Unknown,33.63,"Package handled with care.",0,0
SHP-0008955,2022-01-16,Aramex,Abuja,Kampala,48.72,17,Lost,Furniture,125.97,"Address correction applied.",0,0
SHP-0008956,2022-01-15,Unknown,Ibadan,"Dar es Salaam",100.67,1,Returned,Cosmetics,280.06,"Fragile items — handle carefully.",0,0
SHP-0008957,2022-11-03,Aramex,"Benin City",Nairobi,66.41,5,Delivered,Cosmetics,269.91,"Priority shipment.",0,0
SHP-0008958,2022-02-12,Ekart,"Port Harcourt",Casablanca,1.1,7,Delayed,Toys,4.21,"Left at front door per customer instruction.",0,0
SHP-0008959,2023-08-23,Ekart,"Benin City","Dar es Salaam",16.02,7,Returned,Furniture,52.59,"Priority shipment.",0,0
SHP-0008960,2022-05-19,Delhivery,Kano,"Addis Ababa",75.88,5,Pending,"Industrial Equipment",238.26,"Weather delay in transit hub.",0,0
SHP-0008961,2024-07-28,Ekart,"Benin City",Accra,86.85,11,Delivered,"Industrial Equipment",310.72,"Partial delivery; remaining items en route.",0,0
SHP-0008962,2023-01-19,Delhivery,Ibadan,"Addis Ababa",97.56,19,Delivered,Electronics,298.17,"Address correction applied.",0,0
SHP-0008963,2022-05-22,Aramex,Kaduna,Casablanca,111.5,6,Delivered,"Automotive Parts",321.03,,0,0
SHP-0008964,2022-10-13,DHL,Kaduna,"Addis Ababa",106.18,2,Returned,"Books & Media",454.95,"Package handled with care.",0,0
SHP-0008965,2022-01-30,"Blue Dart",Enugu,"Dar es Salaam",19.99,14,Returned,Pharmaceuticals,39.93,"Left at front door per customer instruction.",0,0
SHP-0008966,2024-12-24,Aramex,Kaduna,Kampala,97,21,Lost,Pharmaceuticals,314.23,"Weather delay in transit hub.",0,0
SHP-0008967,2024-01-11,"Blue Dart",Abuja,Casablanca,17.83,6,Delivered,Pharmaceuticals,59.79,"Left at front door per customer instruction.",0,0
SHP-0008968,2023-12-23,Aramex,Enugu,Kigali,116.12,17,Delayed,"Food & Beverage",316.15,"Package handled with care.",0,0
SHP-0008969,2024-01-14,DTDC,Ibadan,Nairobi,61.29,3,Lost,Apparel,268.89,"Priority shipment.",0,0
SHP-0008970,2023-12-17,Ekart,Abuja,Kampala,3.5,15,Pending,"Books & Media",10.15,"Delayed due to customs clearance.",0,0
SHP-0008971,2022-02-15,Aramex,Abuja,Cairo,43.94,16,Lost,Toys,164.05,,0,0
SHP-0008972,2023-08-23,DHL,Enugu,Casablanca,13.02,16,Lost,"Industrial Equipment",36.72,,0,0
SHP-0008973,2024-08-17,DTDC,"Port Harcourt",Johannesburg,99.37,8,Returned,Electronics,297.44,"Delayed due to customs clearance.",0,0
SHP-0008974,2024-04-11,XpressBees,"Benin City",Johannesburg,52.81,9,Delivered,"Automotive Parts",82.17,,0,0
SHP-0008975,2022-12-13,Ekart,"Port Harcourt",Kampala,19.02,8,Delayed,Apparel,71.6,"Package handled with care.",0,0
SHP-0008976,2024-04-12,XpressBees,"Benin City","Addis Ababa",50.73,5,"In Transit",Furniture,156.85,"Left at front door per customer instruction.",0,0
SHP-0008977,2022-06-08,FedEx,"Benin City",Casablanca,38.6,15,Returned,Cosmetics,170.19,"Weather delay in transit hub.",0,0
SHP-0008978,2024-11-12,Delhivery,Kaduna,Cairo,74.1,10,"In Transit",Toys,3624.62,,0,0
SHP-0008979,2024-06-09,DHL,Abuja,Cairo,88.5,6,Lost,"Food & Beverage",145.09,"Delayed due to customs clearance.",0,0
SHP-0008980,2024-01-29,UPS,"Port Harcourt",Accra,68.23,16,Pending,Pharmaceuticals,271.34,"Left at front door per customer instruction.",0,0
SHP-0008981,2022-01-20,Delhivery,Kaduna,Accra,95.87,3,Delivered,Pharmaceuticals,308.59,"Package handled with care.",0,0
SHP-0008982,2024-05-29,DTDC,Unknown,Casablanca,83.12,20,Lost,Toys,150.78,"Package handled with care.",0,0
SHP-0008983,2023-05-27,UPS,Ibadan,"Addis Ababa",60.28,7,"In Transit",Cosmetics,229.77,"Left at front door per customer instruction.",0,0
SHP-0008984,2023-02-01,XpressBees,"Port Harcourt",Dakar,500,21,Lost,"Food & Beverage",2151.56,"Fragile items — handle carefully.",1,0
SHP-0008985,2024-09-26,Delhivery,Enugu,Cairo,35.91,14,Pending,Cosmetics,69.15,"Delayed due to customs clearance.",0,0
SHP-0008986,2022-09-12,Aramex,Abuja,"Dar es Salaam",102.05,6,Delivered,Electronics,390.48,"Priority shipment.",0,0
SHP-0008987,2024-02-07,XpressBees,"Port Harcourt",Unknown,110.77,6,Returned,"Food & Beverage",366.58,"Weather delay in transit hub.",0,0
SHP-0008988,2024-01-10,Delhivery,Kaduna,Accra,102.6,4,Delivered,Toys,321.17,"Left at front door per customer instruction.",0,0
SHP-0008989,2023-09-04,DHL,Kano,"Addis Ababa",64.13,9,Delivered,"Food & Beverage",119.95,,0,0
SHP-0008990,2022-11-02,DHL,Kaduna,Kigali,54.44,2,Unknown,Cosmetics,92.81,,0,0
SHP-0008991,2024-08-08,Unknown,"Benin City",Dakar,76.35,9,"In Transit","Food & Beverage",172.65,"Left at front door per customer instruction.",0,0
SHP-0008992,2023-11-02,Delhivery,"Port Harcourt",Johannesburg,96.69,15,Lost,Cosmetics,379.31,"Weather delay in transit hub.",0,0
SHP-0008993,2024-08-24,XpressBees,Enugu,Casablanca,66.9,11,"In Transit",Electronics,261.84,"Partial delivery; remaining items en route.",0,0
SHP-0008994,2023-08-20,DHL,Abuja,"Dar es Salaam",50.86,3,Lost,"Food & Beverage",152.16,"Delayed due to customs clearance.",0,0
SHP-0008995,2022-06-22,Delhivery,Kaduna,"Addis Ababa",58.19,14,Returned,"Industrial Equipment",64.83,"Package handled with care.",0,0
